"DBN","School Name","Year","Total Enrollment","Grade PK (Half Day & Full Day)","Grade K","Grade 1","Grade 2","Grade 3","Grade 4","Grade 5","Grade 6","Grade 7","Grade 8","Grade 9","Grade 10","Grade 11","Grade 12","# Female","% Female","# Male","% Male","# Asian","% Asian","# Black","% Black","# Hispanic","% Hispanic","# Multiple Race Categories Not Represented","% Multiple Race Categories Not Represented","# White","% White","# Students with Disabilities","% Students with Disabilities","# English Language Learners","% English Language Learners","# Poverty","% Poverty","Economic Need Index"
"26Q188","P.S. 188 Kingsbury","2018-19","720","36","114","126","114","113","106","111","0","0","0","0","0","0","0","334","46.4%","386","53.6%","431","59.9%","9","1.3%","47","6.5%","27","3.8%","206","28.6%","63","8.7%","19","2.6%","184","25.6%","21.3%"
"26Q191","P.S. 191 Mayflower","2018-19","383","36","63","60","51","59","51","63","0","0","0","0","0","0","0","210","54.8%","173","45.2%","278","72.6%","14","3.7%","53","13.8%","11","2.9%","27","7%","43","11.2%","51","13.3%","248","64.8%","51.4%"
"26Q203","P.S. 203 Oakland Gardens","2018-19","914","54","145","126","151","134","158","146","0","0","0","0","0","0","0","417","45.6%","497","54.4%","683","74.7%","15","1.6%","91","10%","20","2.2%","105","11.5%","79","8.6%","135","14.8%","385","42.1%","34.2%"
"26Q205","P.S. 205 Alexander Graham Bell","2018-19","316","36","45","51","38","52","49","45","0","0","0","0","0","0","0","150","47.5%","166","52.5%","138","43.7%","11","3.5%","67","21.2%","18","5.7%","82","25.9%","52","16.5%","17","5.4%","85","26.9%","21.8%"
"26Q213","P.S. 213 The Carl Ullman School","2018-19","456","71","77","68","63","67","54","56","0","0","0","0","0","0","0","200","43.9%","256","56.1%","299","65.6%","32","7%","66","14.5%","7","1.5%","52","11.4%","58","12.7%","62","13.6%","251","55%","48.2%"
"26Q216","J.H.S. 216 George J. Ryan","2018-19","1,520","0","0","0","0","0","0","0","542","509","469","0","0","0","0","739","48.6%","781","51.4%","1,002","65.9%","72","4.7%","212","13.9%","30","2%","204","13.4%","166","10.9%","104","6.8%","1,048","68.9%","53.7%"
"26Q221","P.S. 221 THE NORTH HILLS SCHOOL","2018-19","635","18","92","120","92","105","111","97","0","0","0","0","0","0","0","303","47.7%","332","52.3%","402","63.3%","16","2.5%","94","14.8%","11","1.7%","112","17.6%","80","12.6%","41","6.5%","237","37.3%","25.7%"
"26Q266","P.S./I.S. 266","2018-19","654","18","46","53","77","63","75","85","92","81","64","0","0","0","0","310","47.4%","344","52.6%","243","37.2%","143","21.9%","162","24.8%","19","2.9%","87","13.3%","133","20.3%","18","2.8%","322","49.2%","34.3%"
"26Q315","Business Technology Early College High School","2018-19","519","0","0","0","0","0","0","0","0","0","0","126","123","100","170","169","32.6%","350","67.4%","128","24.7%","225","43.4%","101","19.5%","35","6.7%","30","5.8%","67","12.9%","21","4%","340","65.5%","57.4%"
"26Q376","P.S. 376","2018-19","173","54","65","54","0","0","0","0","0","0","0","0","0","0","0","90","52%","83","48%","102","59%","8","4.6%","34","19.7%","5","2.9%","24","13.9%","18","10.4%","24","13.9%","80","46.2%","38.7%"
"26Q415","Benjamin N. Cardozo High School","2018-19","3,609","0","0","0","0","0","0","0","0","0","0","991","895","863","860","1,963","54.4%","1,646","45.6%","1,526","42.3%","774","21.4%","752","20.8%","65","1.8%","492","13.6%","482","13.4%","165","4.6%","2,249","62.3%","49.3%"
"26Q430","Francis Lewis High School","2018-19","4,492","0","0","0","0","0","0","0","0","0","0","1,219","1,103","1,097","1,073","2,230","49.6%","2,262","50.4%","2,540","56.5%","276","6.1%","958","21.3%","51","1.1%","667","14.8%","653","14.5%","472","10.5%","3,102","69.1%","58.3%"
"26Q435","Martin Van Buren High School","2018-19","1,162","0","0","0","0","0","0","0","0","0","0","362","315","230","255","530","45.6%","632","54.4%","334","28.7%","528","45.4%","203","17.5%","60","5.2%","37","3.2%","133","11.4%","151","13%","856","73.7%","66.1%"
"26Q495","Bayside High School","2018-19","2,850","0","0","0","0","0","0","0","0","0","0","1,130","626","601","493","1,361","47.8%","1,489","52.2%","1,206","42.3%","355","12.5%","767","26.9%","48","1.7%","474","16.6%","472","16.6%","233","8.2%","2,024","71%","50.6%"
"26Q566","Queens High School of Teaching, Liberal Arts and t","2018-19","1,070","0","0","0","0","0","0","0","0","0","0","332","252","228","258","529","49.4%","541","50.6%","223","20.8%","563","52.6%","158","14.8%","49","4.6%","77","7.2%","215","20.1%","26","2.4%","609","56.9%","39.8%"
"27Q042","P.S./M.S 042 R. Vernam","2018-19","642","57","57","71","75","65","73","62","69","51","62","0","0","0","0","319","49.7%","323","50.3%","16","2.5%","445","69.3%","158","24.6%","15","2.3%","8","1.2%","168","26.2%","26","4%","609","94.9%","88.1%"
"27Q043","P.S. 043","2018-19","896","88","83","83","91","97","103","120","87","78","66","0","0","0","0","446","49.8%","450","50.2%","26","2.9%","514","57.4%","295","32.9%","16","1.8%","45","5%","206","23%","74","8.3%","836","93.3%","86.2%"
"27Q045","P.S. 045 Clarence Witherspoon","2018-19","319","59","41","39","41","49","42","48","0","0","0","0","0","0","0","155","48.6%","164","51.4%","23","7.2%","205","64.3%","64","20.1%","17","5.3%","10","3.1%","61","19.1%","27","8.5%","269","84.3%","70.8%"
"27Q047","P.S. 047 Chris Galas","2018-19","244","31","20","29","28","20","35","29","26","15","11","0","0","0","0","118","48.4%","126","51.6%","2","0.8%","4","1.6%","39","16%","4","1.6%","195","79.9%","66","27%","4","1.6%","106","43.4%","35.3%"
"27Q051","P.S. 051","2018-19","245","35","97","113","0","0","0","0","0","0","0","0","0","0","0","127","51.8%","118","48.2%","61","24.9%","10","4.1%","117","47.8%","19","7.8%","38","15.5%","23","9.4%","58","23.7%","189","77.1%","66.7%"
"27Q053","M.S. 053 Brian Piccolo","2018-19","230","0","0","0","0","0","0","0","48","79","103","0","0","0","0","93","40.4%","137","59.6%","3","1.3%","119","51.7%","97","42.2%","7","3%","4","1.7%","80","34.8%","36","15.7%","199","86.5%","89.8%"
"27Q056","P.S. 056 Harry Eichler","2018-19","358","0","0","0","88","92","87","91","0","0","0","0","0","0","0","185","51.7%","173","48.3%","129","36%","13","3.6%","156","43.6%","15","4.2%","45","12.6%","66","18.4%","92","25.7%","281","78.5%","67.6%"
"27Q060","P.S. 060 Woodhaven","2018-19","1,177","132","169","152","182","185","157","200","0","0","0","0","0","0","0","554","47.1%","623","52.9%","205","17.4%","35","3%","853","72.5%","48","4.1%","36","3.1%","180","15.3%","208","17.7%","968","82.2%","72.9%"
"27Q062","P. S. 62 - Chester Park School","2018-19","911","36","152","161","141","150","136","135","0","0","0","0","0","0","0","442","48.5%","469","51.5%","548","60.2%","36","4%","222","24.4%","88","9.7%","17","1.9%","116","12.7%","140","15.4%","601","66%","70.7%"
"27Q063","P.S. 063 Old South","2018-19","1,213","99","167","154","185","178","203","227","0","0","0","0","0","0","0","597","49.2%","616","50.8%","454","37.4%","78","6.4%","558","46%","53","4.4%","70","5.8%","200","16.5%","163","13.4%","955","78.7%","67.3%"
"27Q064","P.S. 064 Joseph P. Addabbo","2018-19","555","0","73","76","95","108","94","109","0","0","0","0","0","0","0","282","50.8%","273","49.2%","341","61.4%","15","2.7%","163","29.4%","21","3.8%","15","2.7%","71","12.8%","121","21.8%","402","72.4%","76.2%"
"27Q065","P.S. 65 - The Raymond York Elementary School","2018-19","454","32","55","82","64","80","72","69","0","0","0","0","0","0","0","224","49.3%","230","50.7%","183","40.3%","26","5.7%","189","41.6%","41","9%","15","3.3%","79","17.4%","43","9.5%","304","67%","73.8%"
"27Q066","P.S. 066 Jacqueline Kennedy Onassis","2018-19","492","36","85","66","67","76","82","80","0","0","0","0","0","0","0","248","50.4%","244","49.6%","81","16.5%","26","5.3%","316","64.2%","23","4.7%","46","9.3%","115","23.4%","144","29.3%","400","81.3%","65.3%"
"27Q090","P.S. 090 Horace Mann","2018-19","810","54","119","136","112","111","143","135","0","0","0","0","0","0","0","392","48.4%","418","51.6%","253","31.2%","32","4%","466","57.5%","27","3.3%","32","4%","150","18.5%","193","23.8%","722","89.1%","71.4%"
"27Q096","P.S. 096","2018-19","314","35","53","34","47","49","44","52","0","0","0","0","0","0","0","156","49.7%","158","50.3%","139","44.3%","60","19.1%","50","15.9%","51","16.2%","14","4.5%","37","11.8%","43","13.7%","260","82.8%","70.2%"
"27Q097","P.S. 097 Forest Park","2018-19","714","36","119","106","117","108","108","120","0","0","0","0","0","0","0","337","47.2%","377","52.8%","129","18.1%","14","2%","514","72%","12","1.7%","45","6.3%","113","15.8%","167","23.4%","594","83.2%","70.9%"
"27Q100","P.S. 100 Glen Morris","2018-19","964","83","151","151","160","135","127","157","0","0","0","0","0","0","0","491","50.9%","473","49.1%","306","31.7%","61","6.3%","199","20.6%","361","37.4%","37","3.8%","170","17.6%","80","8.3%","568","58.9%","63.6%"
"27Q104","P.S. 104 The Bays Water","2018-19","634","44","77","91","105","108","105","104","0","0","0","0","0","0","0","283","44.6%","351","55.4%","19","3%","256","40.4%","321","50.6%","11","1.7%","27","4.3%","128","20.2%","80","12.6%","492","77.6%","83.7%"
"27Q105","P.S. 105 The Bay School","2018-19","832","34","91","85","73","82","111","94","97","83","82","0","0","0","0","408","49%","424","51%","26","3.1%","500","60.1%","285","34.3%","13","1.6%","8","1%","251","30.2%","41","4.9%","735","88.3%","92.7%"
"27Q106","Lighthouse Elementary School","2018-19","209","17","26","33","38","20","43","32","0","0","0","0","0","0","0","110","52.6%","99","47.4%","7","3.3%","129","61.7%","56","26.8%","9","4.3%","8","3.8%","64","30.6%","18","8.6%","199","95.2%","94.6%"
"27Q108","P.S. 108 Captain Vincent G. Fowler","2018-19","1,412","36","193","207","233","221","264","258","0","0","0","0","0","0","0","675","47.8%","737","52.2%","437","30.9%","80","5.7%","806","57.1%","7","0.5%","82","5.8%","225","15.9%","136","9.6%","1,155","81.8%","62.8%"
"27Q114","P.S./M.S. 114 Belle Harbor","2018-19","678","36","95","78","89","83","104","76","48","28","41","0","0","0","0","333","49.1%","345","50.9%","10","1.5%","9","1.3%","74","10.9%","10","1.5%","575","84.8%","145","21.4%","4","0.6%","174","25.7%","17.4%"
"27Q123","P.S. 123","2018-19","668","51","101","81","105","105","121","104","0","0","0","0","0","0","0","331","49.6%","337","50.4%","80","12%","375","56.1%","126","18.9%","69","10.3%","18","2.7%","125","18.7%","46","6.9%","554","82.9%","66%"
"27Q124","P.S. 124 Osmond A Church","2018-19","1,134","0","75","94","124","121","124","143","157","162","134","0","0","0","0","542","47.8%","592","52.2%","530","46.7%","221","19.5%","251","22.1%","94","8.3%","38","3.4%","144","12.7%","82","7.2%","666","58.7%","64.7%"
"27Q137","M.S. 137 America's School of Heroes","2018-19","1,916","0","0","0","0","0","0","0","669","627","620","0","0","0","0","912","47.6%","1,004","52.4%","1,017","53.1%","97","5.1%","681","35.5%","57","3%","64","3.3%","308","16.1%","193","10.1%","1,579","82.4%","69.2%"
"27Q146","P.S. 146 Howard Beach","2018-19","623","33","51","51","55","75","78","87","66","72","55","0","0","0","0","312","50.1%","311","49.9%","33","5.3%","9","1.4%","241","38.7%","10","1.6%","330","53%","136","21.8%","13","2.1%","290","46.5%","28.1%"
"27Q155","P.S. 155","2018-19","535","53","79","82","71","84","80","86","0","0","0","0","0","0","0","257","48%","278","52%","159","29.7%","116","21.7%","113","21.1%","140","26.2%","7","1.3%","78","14.6%","29","5.4%","473","88.4%","62.3%"
"27Q183","P.S. 183 Dr. Richard R. Green","2018-19","484","41","44","66","46","41","47","54","52","47","46","0","0","0","0","228","47.1%","256","52.9%","20","4.1%","288","59.5%","131","27.1%","18","3.7%","27","5.6%","163","33.7%","33","6.8%","439","90.7%","87.6%"
"27Q197","P.S. 197 The Ocean School","2018-19","523","81","73","68","64","65","101","71","0","0","0","0","0","0","0","237","45.3%","286","54.7%","9","1.7%","217","41.5%","268","51.2%","11","2.1%","18","3.4%","112","21.4%","97","18.5%","499","95.4%","82.1%"
"27Q202","J.H.S. 202 Robert H. Goddard","2018-19","1,111","0","0","0","0","0","0","0","358","388","365","0","0","0","0","564","50.8%","547","49.2%","374","33.7%","92","8.3%","520","46.8%","58","5.2%","67","6%","183","16.5%","82","7.4%","847","76.2%","67.8%"
"27Q207","P.S. 207 Rockwood Park","2018-19","690","78","74","76","72","64","79","69","64","46","68","0","0","0","0","345","50%","345","50%","30","4.3%","11","1.6%","134","19.4%","7","1%","508","73.6%","137","19.9%","6","0.9%","203","29.4%","15.4%"
"27Q210","J.H.S. 210 Elizabeth Blackwell","2018-19","1,884","0","0","0","0","0","0","0","640","605","639","0","0","0","0","874","46.4%","1,010","53.6%","554","29.4%","86","4.6%","1,118","59.3%","53","2.8%","73","3.9%","314","16.7%","301","16%","1,528","81.1%","73.7%"
"27Q223","P.S. 223 Lyndon B. Johnson","2018-19","576","73","100","72","68","79","91","93","0","0","0","0","0","0","0","254","44.1%","322","55.9%","76","13.2%","318","55.2%","109","18.9%","67","11.6%","6","1%","112","19.4%","30","5.2%","514","89.2%","72.7%"
"27Q226","J.H.S. 226 Virgil I. Grissom","2018-19","911","0","0","0","0","0","0","0","294","291","326","0","0","0","0","426","46.8%","485","53.2%","298","32.7%","312","34.2%","161","17.7%","125","13.7%","15","1.6%","186","20.4%","67","7.4%","788","86.5%","68.3%"
"27Q232","P.S. 232 Lindenwood","2018-19","949","33","86","79","106","97","99","115","121","103","110","0","0","0","0","453","47.7%","496","52.3%","85","9%","82","8.6%","462","48.7%","18","1.9%","302","31.8%","186","19.6%","36","3.8%","537","56.6%","52.1%"
"27Q253","P.S. 253","2018-19","562","45","76","87","72","96","94","92","0","0","0","0","0","0","0","299","53.2%","263","46.8%","19","3.4%","165","29.4%","361","64.2%","11","2%","6","1.1%","136","24.2%","164","29.2%","547","97.3%","88.4%"
"27Q254","P.S. 254 - The Rosa Parks School","2018-19","604","36","85","95","95","100","97","96","0","0","0","0","0","0","0","291","48.2%","313","51.8%","65","10.8%","20","3.3%","454","75.2%","15","2.5%","50","8.3%","82","13.6%","103","17.1%","456","75.5%","64.4%"
"27Q260","Frederick Douglass Academy VI High School","2018-19","346","0","0","0","0","0","0","0","0","0","0","112","108","51","75","154","44.5%","192","55.5%","4","1.2%","170","49.1%","160","46.2%","10","2.9%","2","0.6%","69","19.9%","105","30.3%","260","75.1%","87.3%"
"27Q261","Voyages Prep - South Queens","2018-19","318","0","0","0","0","0","0","0","0","0","0","285","0","0","33","136","42.8%","182","57.2%","22","6.9%","225","70.8%","53","16.7%","13","4.1%","5","1.6%","37","11.6%","3","0.9%","206","64.8%","67.6%"
"27Q262","Channel View School for Research","2018-19","967","0","0","0","0","0","0","0","146","133","135","155","152","127","119","517","53.5%","450","46.5%","85","8.8%","400","41.4%","345","35.7%","24","2.5%","113","11.7%","113","11.7%","20","2.1%","687","71%","62.8%"
"27Q273","P.S. 273","2018-19","316","35","53","43","49","41","41","54","0","0","0","0","0","0","0","139","44%","177","56%","52","16.5%","17","5.4%","231","73.1%","10","3.2%","6","1.9%","57","18%","37","11.7%","289","91.5%","71.2%"
"27Q282","Knowledge and Power Preparatory Academy VI","2018-19","264","0","0","0","0","0","0","0","90","91","83","0","0","0","0","133","50.4%","131","49.6%","4","1.5%","112","42.4%","136","51.5%","4","1.5%","8","3%","47","17.8%","16","6.1%","223","84.5%","72.3%"
"27Q297","Hawtree Creek Middle School","2018-19","376","0","0","0","0","0","0","0","132","123","121","0","0","0","0","178","47.3%","198","52.7%","123","32.7%","130","34.6%","70","18.6%","46","12.2%","7","1.9%","90","23.9%","11","2.9%","337","89.6%","62.3%"
"27Q302","Queens High School for Information, Research, and","2018-19","466","0","0","0","0","0","0","0","0","0","0","104","118","132","112","160","34.3%","306","65.7%","23","4.9%","187","40.1%","227","48.7%","15","3.2%","14","3%","96","20.6%","101","21.7%","322","69.1%","79.9%"
"27Q306","New York City Academy for Discovery","2018-19","395","35","51","68","60","60","61","60","0","0","0","0","0","0","0","178","45.1%","217","54.9%","73","18.5%","22","5.6%","267","67.6%","22","5.6%","11","2.8%","74","18.7%","67","17%","328","83%","66.6%"
"27Q308","Robert H. Goddard High School of Communication Art","2018-19","629","0","0","0","0","0","0","0","0","0","0","165","168","149","147","328","52.1%","301","47.9%","165","26.2%","47","7.5%","236","37.5%","29","4.6%","152","24.2%","120","19.1%","24","3.8%","468","74.4%","55.4%"
"27Q309","Academy of Medical Technology: A College Board Sch","2018-19","626","0","0","0","0","0","0","0","81","77","68","123","104","95","78","303","48.4%","323","51.6%","39","6.2%","263","42%","286","45.7%","15","2.4%","23","3.7%","97","15.5%","100","16%","515","82.3%","82.9%"
"27Q314","Epic High School - South","2018-19","382","0","0","0","0","0","0","0","0","0","0","200","118","25","39","171","44.8%","211","55.2%","106","27.7%","123","32.2%","109","28.5%","33","8.6%","11","2.9%","74","19.4%","34","8.9%","248","64.9%","64.6%"
"27Q316","Queens Explorers Elementary School","2018-19","401","45","75","67","73","74","67","0","0","0","0","0","0","0","0","200","49.9%","201","50.1%","113","28.2%","28","7%","189","47.1%","24","6%","47","11.7%","55","13.7%","17","4.2%","305","76.1%","58.3%"
"27Q317","Waterside Children's Studio School","2018-19","517","53","79","74","73","71","86","81","0","0","0","0","0","0","0","274","53%","243","47%","29","5.6%","119","23%","240","46.4%","27","5.2%","102","19.7%","88","17%","42","8.1%","361","69.8%","62%"
"27Q318","Waterside School For Leadership","2018-19","244","0","0","0","0","0","0","0","81","82","81","0","0","0","0","118","48.4%","126","51.6%","8","3.3%","129","52.9%","82","33.6%","6","2.5%","19","7.8%","63","25.8%","23","9.4%","216","88.5%","77.5%"
"27Q319","Village Academy","2018-19","378","0","0","0","0","0","0","0","142","118","118","0","0","0","0","172","45.5%","206","54.5%","6","1.6%","216","57.1%","147","38.9%","3","0.8%","6","1.6%","84","22.2%","64","16.9%","307","81.2%","83%"
"27Q323","Scholars' Academy","2018-19","1,351","0","0","0","0","0","0","0","198","231","231","165","188","181","157","762","56.4%","589","43.6%","261","19.3%","233","17.2%","264","19.5%","29","2.1%","564","41.7%","174","12.9%","1","0.1%","637","47.2%","33.1%"
"27Q324","Rockaway Park High School for Environmental Sustai","2018-19","304","0","0","0","0","0","0","0","0","0","0","107","75","51","71","141","46.4%","163","53.6%","9","3%","131","43.1%","122","40.1%","14","4.6%","28","9.2%","90","29.6%","37","12.2%","274","90.1%","84%"
